"source host","dest host","average packet loss",Count
"perfsonar01.hep.wisc.edu","repos.indiacms.res.in","0.527",1
"perfsonar01.hep.wisc.edu","psonar4.fnal.gov","0.523",1
"perfsonar01.hep.wisc.edu","psl01.pic.es","0.415",1
"perfsonar01.hep.wisc.edu","perfsonar-ow.cnaf.infn.it","0.388",2
"perfsonar01.hep.wisc.edu","t2-pfsn2.jinr.ru","0.361",2
"perfsonar01.hep.wisc.edu","perfsonar-cms1.itns.purdue.edu","0.34",1
"perfsonar01.hep.wisc.edu","perfsonar2.ultralight.org","0.335",1
"perfsonar01.hep.wisc.edu","pship01.csc.fi","0.335",1
"perfsonar01.hep.wisc.edu","perfsonar-2.t2.ucsd.edu","0.329",2
"perfsonar01.hep.wisc.edu","llrpsonar1.in2p3.fr","0.327",1
"perfsonar01.hep.wisc.edu","ps1.kipt.kharkov.ua","0.325",1
"perfsonar01.hep.wisc.edu","perfsonar2.nipne.ro","0.313",2
"perfsonar01.hep.wisc.edu","psum02.itep.ru","0.305",1
"perfsonar01.hep.wisc.edu","perfsonar01.datagrid.cea.fr","0.303",1
"perfsonar01.hep.wisc.edu","ps-01.lnl.infn.it","0.289",2
"perfsonar01.hep.wisc.edu","psl01-gva.cern.ch","0.288",2
"perfsonar01.hep.wisc.edu","perfsonar-owamp.accre.vanderbilt.edu","0.276",3
"perfsonar01.hep.wisc.edu","perfsonar-ps-01.desy.de","0.272",2
"perfsonar01.hep.wisc.edu","hcc-ps01.unl.edu","0.272",2
"perfsonar01.hep.wisc.edu","psonar1.lal.in2p3.fr","0.271",3
"perfsonar01.hep.wisc.edu","ps0002.m45.ihep.su","0.23",2
"perfsonar01.hep.wisc.edu","t1-pfsn2.jinr-t1.ru","0.21",3
"perfsonar01.hep.wisc.edu","heplnx129.pp.rl.ac.uk","0.002",1
"perfsonar01.hep.wisc.edu","perfsonar-lt.sprace.org.br","0.002",1
"psl01-gva.cern.ch","perfsonar40-otc.hnsc.otc-service.com","0.179",14
"psl01-gva.cern.ch","2001:4118:900:cc00::112","0.031",10
"psl01-gva.cern.ch","perfsonar02-iep-grid.saske.sk","0.019",9
"psl01-gva.cern.ch","ps-gsdc01.sdfarm.kr","0.003",1
"psl01-gva.cern.ch","2001:630:58:1c20::82f6:2ff2","0.002",2
"psl01-gva.cern.ch","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"psl01-gva.cern.ch","perfmon.dur.scotgrid.ac.uk","0.002",1
"psl01-gva.cern.ch","perfsonar-ps.ndgf.org","0.002",3
"psl01-gva.cern.ch","perfsonar01.cmsaf.mit.edu","0.002",1
"psl01-gva.cern.ch","perfsonar01.datagrid.cea.fr","0.002",1
"psl01-gva.cern.ch","psl01.pic.es","0.002",1
"psl01-gva.cern.ch","tech-ps.hep.technion.ac.il","0.002",1
"perfsonar02-iep-grid.saske.sk","perfsonar2.roma1.infn.it","0.045",1
"perfsonar02-iep-grid.saske.sk","perfsonar2-grid.uaic.ro","0.04",18
"perfsonar02-iep-grid.saske.sk","perfsonar01.ft.uam.es","0.04",9
"perfsonar02-iep-grid.saske.sk","btw-lat.t1.grid.kiae.ru","0.035",28
"perfsonar02-iep-grid.saske.sk","lcgps01.gridpp.rl.ac.uk","0.032",19
"perfsonar02-iep-grid.saske.sk","lhcperfmon.bnl.gov","0.031",28
"perfsonar02-iep-grid.saske.sk","perfsonar01.datagrid.cea.fr","0.031",19
"perfsonar02-iep-grid.saske.sk","heplnx129.pp.rl.ac.uk","0.03",18
"perfsonar02-iep-grid.saske.sk","lat-utoronto.scinet.utoronto.ca","0.029",20
"perfsonar02-iep-grid.saske.sk","llrpsonar1.in2p3.fr","0.027",19
"perfsonar02-iep-grid.saske.sk","psum01.aglt2.org","0.027",17
"perfsonar-latency.grid.pub.ro","2001:4118:900:cc00::112","0.039",4
"perfsonar-latency.grid.pub.ro","perfsonar02-iep-grid.saske.sk","0.035",13
"perfsonar-latency.grid.pub.ro","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",2
"perfsonar-latency.grid.pub.ro","heplnx129.pp.rl.ac.uk","0.002",2
"perfsonar-latency.grid.pub.ro","lat-utoronto.scinet.utoronto.ca","0.002",1
"perfsonar-latency.grid.surfsara.nl","sampaps01.if.usp.br","0.046",12
"perfsonar-latency.grid.surfsara.nl","2001:4118:900:cc00::112","0.035",12
"perfsonar-latency.grid.surfsara.nl","perfsonar02-iep-grid.saske.sk","0.021",11
"perfsonar-latency.grid.surfsara.nl","perfmon.dur.scotgrid.ac.uk","0.003",2
"perfsonar-latency.grid.surfsara.nl","ps-01.lnl.infn.it","0.002",1
"perfsonar-latency.grid.surfsara.nl","psl.hpc.utfsm.cl","0.002",3
"perfsonar-latency.grid.surfsara.nl","psl01.pic.es","0.002",2
"perfsonar-latency.grid.surfsara.nl","psonar.cis.gov.pl","0.002",2
"psum01.aglt2.org","2001:4118:900:cc00::112","0.035",5
"psum01.aglt2.org","perfsonar02-iep-grid.saske.sk","0.031",13
"psum01.aglt2.org","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"psum01.aglt2.org","lat-utoronto.scinet.utoronto.ca","0.002",2
"psum01.aglt2.org","psl01.pic.es","0.002",1
"ps-gsdc01.sdfarm.kr","2001:4118:900:cc00::112","0.034",7
"ps-gsdc01.sdfarm.kr","perfsonar02-iep-grid.saske.sk","0.034",10
"ps-gsdc01.sdfarm.kr","hepsonar2.ph.liv.ac.uk","0.002",1
"ps-gsdc01.sdfarm.kr","iut2-net1.iu.edu","0.002",1
"ps-gsdc01.sdfarm.kr","psl01.pic.es","0.002",2
"ps-gsdc01.sdfarm.kr","tech-ps.hep.technion.ac.il","0.002",1
"perfsonar-ow.cnaf.infn.it","perfsonar40-otc.hnsc.otc-service.com","0.078",6
"perfsonar-ow.cnaf.infn.it","perfmon.dur.scotgrid.ac.uk","0.002",3
"perfsonar-ow.cnaf.infn.it","btw-lat.grid.kiae.ru","0.002",1
"perfsonar-ow.cnaf.infn.it","ccperfsonar2.in2p3.fr","0.002",1
"perfsonar-ow.cnaf.infn.it","perfsonar-owamp.accre.vanderbilt.edu","0.002",1
"perfsonar-ow.cnaf.infn.it","perfsonar01.hep.wisc.edu","0.002",2
"perfsonar-ow.cnaf.infn.it","ps-gsdc01.sdfarm.kr","0.002",2
"perfsonar-ow.cnaf.infn.it","psl01.pic.es","0.002",1
"perfsonar-ow.cnaf.infn.it","tau.ijs.si","0.002",2
"sonar2.itim-cj.ro","perfsonar02-iep-grid.saske.sk","0.033",15
"sonar2.itim-cj.ro","2001:4118:900:cc00::112","0.031",10
"sonar2.itim-cj.ro","perfsonar2-de-kit.gridka.de","0.003",1
"sonar2.itim-cj.ro","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"sonar2.itim-cj.ro","heplnx129.pp.rl.ac.uk","0.002",4
"sonar2.itim-cj.ro","uct2-net1.mwt2.org","0.002",1
"perfsonar2.ultralight.org","perfsonar02-iep-grid.saske.sk","0.027",17
"perfsonar2.ultralight.org","2001:4118:900:cc00::112","0.02",5
"perfsonar2.ultralight.org","perfsonar-lt.sprace.org.br","0.002",1
"perfsonar2-grid.uaic.ro","perfsonar02-iep-grid.saske.sk","0.03",20
"perfsonar2-grid.uaic.ro","2001:4118:900:cc00::112","0.028",9
"perfsonar2-grid.uaic.ro","ccperfsonar2.in2p3.fr","0.002",1
"perfsonar2-grid.uaic.ro","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"perfsonar2-grid.uaic.ro","lat-utoronto.scinet.utoronto.ca","0.002",2
"perfsonar2-grid.uaic.ro","perfsonar2-de-kit.gridka.de","0.002",1
"perfsonar2-grid.uaic.ro","psl01.pic.es","0.002",2
"psmsu01.aglt2.org","perfsonar02-iep-grid.saske.sk","0.035",15
"psmsu01.aglt2.org","lcgps01.gridpp.rl.ac.uk","0.002",3
"psmsu01.aglt2.org","psl01.pic.es","0.002",3
"psmsu01.aglt2.org","heplnx129.pp.rl.ac.uk","0.002",1
"psmsu01.aglt2.org","pygrid-sonar2.lancs.ac.uk","0.002",1
"llrpsonar1.in2p3.fr","2001:4118:900:cc00::112","0.039",5
"llrpsonar1.in2p3.fr","perfsonar02-iep-grid.saske.sk","0.035",10
"llrpsonar1.in2p3.fr","perfmon.dur.scotgrid.ac.uk","0.003",2
"llrpsonar1.in2p3.fr","psonar.cis.gov.pl","0.003",2
"llrpsonar1.in2p3.fr","ccperfsonar2.in2p3.fr","0.002",2
"llrpsonar1.in2p3.fr","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"llrpsonar1.in2p3.fr","heplnx129.pp.rl.ac.uk","0.002",1
"llrpsonar1.in2p3.fr","perfsonar01.hep.wisc.edu","0.002",1
"llrpsonar1.in2p3.fr","psl01.pic.es","0.002",1
"ps-latency.lhcmon.triumf.ca","2001:4118:900:cc00::112","0.03",9
"ps-latency.lhcmon.triumf.ca","perfsonar02-iep-grid.saske.sk","0.024",19
"ps-latency.lhcmon.triumf.ca","ps-gsdc01.sdfarm.kr","0.003",1
"ps-latency.lhcmon.triumf.ca","heplnx129.pp.rl.ac.uk","0.002",1
"ps-latency.lhcmon.triumf.ca","perfsonar01.datagrid.cea.fr","0.002",1
"ps-latency.lhcmon.triumf.ca","psl01.pic.es","0.002",1
"mwt2-ps01.campuscluster.illinois.edu","2001:4118:900:cc00::112","0.031",11
"mwt2-ps01.campuscluster.illinois.edu","perfsonar02-iep-grid.saske.sk","0.029",18
"mwt2-ps01.campuscluster.illinois.edu","psmsu05.aglt2.org","0.004",8
"mwt2-ps01.campuscluster.illinois.edu","btw-lat.grid.kiae.ru","0.002",1
"mwt2-ps01.campuscluster.illinois.edu","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",2
"mwt2-ps01.campuscluster.illinois.edu","heplnx129.pp.rl.ac.uk","0.002",1
"mwt2-ps01.campuscluster.illinois.edu","psl.hpc.utfsm.cl","0.002",3
"mwt2-ps01.campuscluster.illinois.edu","psl01.pic.es","0.002",1
"perfsonar01.datagrid.cea.fr","2001:4118:900:cc00::112","0.029",6
"perfsonar01.datagrid.cea.fr","perfsonar02-iep-grid.saske.sk","0.026",7
"perfsonar01.datagrid.cea.fr","psonar.cis.gov.pl","0.003",1
"perfsonar01.datagrid.cea.fr","ccperfsonar2.in2p3.fr","0.002",1
"perfsonar01.datagrid.cea.fr","perfmon.dur.scotgrid.ac.uk","0.002",2
"perfsonar01.datagrid.cea.fr","perfsonar01.hep.wisc.edu","0.002",1
"perfsonar01.datagrid.cea.fr","psl01.pic.es","0.002",1
"marperf02.in2p3.fr","2001:4118:900:cc00::112","0.038",9
"marperf02.in2p3.fr","perfsonar02-iep-grid.saske.sk","0.031",13
"marperf02.in2p3.fr","lhc-latency.twgrid.org","0.012",1
"marperf02.in2p3.fr","psonar.cis.gov.pl","0.003",2
"marperf02.in2p3.fr","btw-lat.grid.kiae.ru","0.002",1
"marperf02.in2p3.fr","ccperfsonar2.in2p3.fr","0.002",2
"marperf02.in2p3.fr","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",2
"marperf02.in2p3.fr","heplnx129.pp.rl.ac.uk","0.002",1
"marperf02.in2p3.fr","perfmon.dur.scotgrid.ac.uk","0.002",3
"marperf02.in2p3.fr","perfsonar-ow.cnaf.infn.it","0.002",1
"marperf02.in2p3.fr","psl.hpc.utfsm.cl","0.002",1
"marperf02.in2p3.fr","psl01-gva.cern.ch","0.002",1
"marperf02.in2p3.fr","psum01.aglt2.org","0.002",1
"marperf02.in2p3.fr","sbgperfps1.in2p3.fr","0.002",1
"marperf02.in2p3.fr","sonar2.itim-cj.ro","0.002",1
"marperf02.in2p3.fr","tech-ps.hep.technion.ac.il","0.002",1
"ps-latency.hepnetcanada.ca","2001:4118:900:cc00::112","0.028",14
"ps-latency.hepnetcanada.ca","perfsonar02-iep-grid.saske.sk","0.028",16
"ps-latency.hepnetcanada.ca","perfsonar2-de-kit.gridka.de","0.003",2
"ps-latency.hepnetcanada.ca","btw-lat.t1.grid.kiae.ru","0.002",1
"ps-latency.hepnetcanada.ca","heplnx129.pp.rl.ac.uk","0.002",1
"ps-latency.hepnetcanada.ca","iut2-net1.iu.edu","0.002",1
"ps-latency.hepnetcanada.ca","perfsonar-de-kit.gridka.de","0.002",3
"ps-latency.hepnetcanada.ca","psl.hpc.utfsm.cl","0.002",1
"ps-latency.hepnetcanada.ca","psl01.pic.es","0.002",2
"ps-latency.hepnetcanada.ca","tau.ijs.si","0.002",3
"perfsonar-ps.ndgf.org","perfsonar02-iep-grid.saske.sk","0.023",18
"perfsonar-ps.ndgf.org","2001:4118:900:cc00::112","0.022",14
"perfsonar-ps.ndgf.org","ps-gsdc01.sdfarm.kr","0.003",2
"perfsonar-ps.ndgf.org","heplnx129.pp.rl.ac.uk","0.002",1
"perfsonar-ps.ndgf.org","psl.hpc.utfsm.cl","0.002",2
"perfsonar-ps.ndgf.org","psl01.pic.es","0.002",3
"perfsonar2.nipne.ro","perfsonar02-iep-grid.saske.sk","0.03",7
"perfsonar2.nipne.ro","2001:4118:900:cc00::112","0.029",6
"perfsonar2.nipne.ro","btw-lat.grid.kiae.ru","0.005",1
"perfsonar2.nipne.ro","perfmon.dur.scotgrid.ac.uk","0.003",3
"perfsonar2.nipne.ro","perfsonar01.hep.wisc.edu","0.002",1
"perfsonar2.nipne.ro","psl01.pic.es","0.002",3
"perfsonar2.nipne.ro","psonar.cis.gov.pl","0.002",1
"psonar1.lal.in2p3.fr","perfsonar02-iep-grid.saske.sk","0.029",21
"psonar1.lal.in2p3.fr","2001:4118:900:cc00::112","0.027",5
"psonar1.lal.in2p3.fr","perfsonar01.hep.wisc.edu","0.003",1
"psonar1.lal.in2p3.fr","psl01.pic.es","0.003",2
"psonar1.lal.in2p3.fr","ccperfsonar2.in2p3.fr","0.002",2
"psonar1.lal.in2p3.fr","heplnx129.pp.rl.ac.uk","0.002",2
"psonar1.lal.in2p3.fr","perflat.ciemat.es","0.002",4
"psonar1.lal.in2p3.fr","perfmon.dur.scotgrid.ac.uk","0.002",1
"psonar1.lal.in2p3.fr","perfsonar1.hep.kbfi.ee","0.002",2
"psonar1.lal.in2p3.fr","psl.hpc.utfsm.cl","0.002",1
"psonar1.lal.in2p3.fr","psonar.cis.gov.pl","0.002",1
"psonar1.lal.in2p3.fr","pygrid-sonar2.lancs.ac.uk","0.002",1
"hepsonar2.ph.liv.ac.uk","2001:4118:900:cc00::112","0.033",8
"hepsonar2.ph.liv.ac.uk","perfsonar02-iep-grid.saske.sk","0.029",13
"hepsonar2.ph.liv.ac.uk","lcgps01.gridpp.rl.ac.uk","0.003",7
"hepsonar2.ph.liv.ac.uk","ccperfsonar2.in2p3.fr","0.003",2
"hepsonar2.ph.liv.ac.uk","perfmon.dur.scotgrid.ac.uk","0.003",4
"hepsonar2.ph.liv.ac.uk","heplnx129.pp.rl.ac.uk","0.002",1
"hepsonar2.ph.liv.ac.uk","perfsonar2-de-kit.gridka.de","0.002",1
"hepsonar2.ph.liv.ac.uk","psl.hpc.utfsm.cl","0.002",1
"hepsonar2.ph.liv.ac.uk","sampaps01.if.usp.br","0.002",1
"lcg-lat.sfu.computecanada.ca","perfsonar02-iep-grid.saske.sk","0.032",16
"lcg-lat.sfu.computecanada.ca","lcgps01.gridpp.rl.ac.uk","0.003",4
"lcg-lat.sfu.computecanada.ca","psmsu01.aglt2.org","0.002",6
"lcg-lat.sfu.computecanada.ca","ccperfsonar2.in2p3.fr","0.002",1
"lcg-lat.sfu.computecanada.ca","heplnx129.pp.rl.ac.uk","0.002",2
"lcg-lat.sfu.computecanada.ca","iut2-net1.iu.edu","0.002",1
"lcg-lat.sfu.computecanada.ca","psl01.pic.es","0.002",1
"lcg-lat.sfu.computecanada.ca","pygrid-sonar2.lancs.ac.uk","0.002",1
"perfsonar2-de-kit.gridka.de","perfsonar40-otc.hnsc.otc-service.com","0.072",3
"perfsonar2-de-kit.gridka.de","2001:4118:900:cc00::112","0.026",10
"perfsonar2-de-kit.gridka.de","perfsonar02-iep-grid.saske.sk","0.024",16
"perfsonar2-de-kit.gridka.de","perfsonar-ps.ndgf.org","0.003",1
"perfsonar2-de-kit.gridka.de","ps-gsdc01.sdfarm.kr","0.003",1
"perfsonar2-de-kit.gridka.de","psl.hpc.utfsm.cl","0.003",3
"perfsonar2-de-kit.gridka.de","lpnhe-psl.in2p3.fr","0.003",2
"perfsonar2-de-kit.gridka.de","tech-ps.hep.technion.ac.il","0.003",2
"perfsonar2-de-kit.gridka.de","t2ps-latency.physics.ox.ac.uk","0.002",3
"perfsonar2-de-kit.gridka.de","btw-lat.grid.kiae.ru","0.002",1
"perfsonar2-de-kit.gridka.de","ccperfsonar2.in2p3.fr","0.002",1
"perfsonar2-de-kit.gridka.de","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"perfsonar2-de-kit.gridka.de","heplnx129.pp.rl.ac.uk","0.002",1
"perfsonar2-de-kit.gridka.de","lat-utoronto.scinet.utoronto.ca","0.002",1
"perfsonar2-de-kit.gridka.de","perfsonar-latency.grid.pub.ro","0.002",1
"perfsonar2-de-kit.gridka.de","perfsonar2.nipne.ro","0.002",2
"perfsonar2-de-kit.gridka.de","ps-latency.atlas.unimelb.edu.au","0.002",1
"perfsonar2-de-kit.gridka.de","psific01.ific.uv.es","0.002",1
"perfsonar2-de-kit.gridka.de","psl01.pic.es","0.002",1
"perfsonar2-de-kit.gridka.de","pygrid-sonar2.lancs.ac.uk","0.002",2
"perfsonar2-de-kit.gridka.de","sonar2.itim-cj.ro","0.002",1
"perfsonar2-de-kit.gridka.de","tau.ijs.si","0.002",1
"lcgps01.gridpp.rl.ac.uk","2001:4118:900:cc00::112","0.046",9
"lcgps01.gridpp.rl.ac.uk","perfsonar02-iep-grid.saske.sk","0.038",25
"lcgps01.gridpp.rl.ac.uk","t2-pfsn2.jinr.ru","0.018",12
"lcgps01.gridpp.rl.ac.uk","ps-01.lnl.infn.it","0.018",14
"lcgps01.gridpp.rl.ac.uk","ps-londhx1.ja.net","0.018",13
"lcgps01.gridpp.rl.ac.uk","perfsonar2.nipne.ro","0.017",12
"lcgps01.gridpp.rl.ac.uk","psific01.ific.uv.es","0.017",12
"lcgps01.gridpp.rl.ac.uk","sampaps01.if.usp.br","0.017",12
"lcgps01.gridpp.rl.ac.uk","perfsonar-2.t2.ucsd.edu","0.017",11
"lcgps01.gridpp.rl.ac.uk","psbud01.kfki.hu","0.017",12
"lcgps01.gridpp.rl.ac.uk","perfsonar-ps-01.desy.de","0.017",11
"lcgps01.gridpp.rl.ac.uk","ps0002.m45.ihep.su","0.016",11
"lcgps01.gridpp.rl.ac.uk","sonar2.itim-cj.ro","0.016",12
"lcgps01.gridpp.rl.ac.uk","grid-perfsonar.hpc.susx.ac.uk","0.016",12
"lcgps01.gridpp.rl.ac.uk","psum02.itep.ru","0.016",14
"lcgps01.gridpp.rl.ac.uk","perfsonar01.lcg.cscs.ch","0.016",12
"lcgps01.gridpp.rl.ac.uk","ps1.kipt.kharkov.ua","0.016",13
"lcgps01.gridpp.rl.ac.uk","psl.hpc.utfsm.cl","0.016",13
"lcgps01.gridpp.rl.ac.uk","serv04.hep.phy.cam.ac.uk","0.016",13
"lcgps01.gridpp.rl.ac.uk","perfsonar01.hep.wisc.edu","0.015",11
"lcgps01.gridpp.rl.ac.uk","perfsonar01.datagrid.cea.fr","0.015",13
"lcgps01.gridpp.rl.ac.uk","psum01.aglt2.org","0.015",13
"lcgps01.gridpp.rl.ac.uk","repos.indiacms.res.in","0.015",12
"lcgps01.gridpp.rl.ac.uk","ps.truba.gov.tr","0.015",12
"lcgps01.gridpp.rl.ac.uk","mwt2-ps01.campuscluster.illinois.edu","0.015",11
"lcgps01.gridpp.rl.ac.uk","perfsonar2.ihep.ac.cn","0.014",13
"lcgps01.gridpp.rl.ac.uk","perfmon.dur.scotgrid.ac.uk","0.014",27
"lcgps01.gridpp.rl.ac.uk","perfsonar2-grid.uaic.ro","0.014",13
"lcgps01.gridpp.rl.ac.uk","psonar1.lal.in2p3.fr","0.014",12
"lcgps01.gridpp.rl.ac.uk","dice-io-37-00.acrc.bris.ac.uk","0.014",13
"lcgps01.gridpp.rl.ac.uk","gridpp-ps-lat.ecdf.ed.ac.uk","0.014",26
"lcgps01.gridpp.rl.ac.uk","tech-ps.hep.technion.ac.il","0.014",12
"lcgps01.gridpp.rl.ac.uk","perfsonar-owamp.accre.vanderbilt.edu","0.014",13
"lcgps01.gridpp.rl.ac.uk","t2ps-latency.physics.ox.ac.uk","0.014",25
"lcgps01.gridpp.rl.ac.uk","hepsonar2.ph.liv.ac.uk","0.014",23
"lcgps01.gridpp.rl.ac.uk","llrpsonar1.in2p3.fr","0.014",13
"lcgps01.gridpp.rl.ac.uk","perfsonar-latency.grid.pub.ro","0.014",13
"lcgps01.gridpp.rl.ac.uk","lpnhe-psl.in2p3.fr","0.013",12
"lcgps01.gridpp.rl.ac.uk","hcc-ps01.unl.edu","0.013",11
"lcgps01.gridpp.rl.ac.uk","perfsonar2.na.infn.it","0.013",11
"lcgps01.gridpp.rl.ac.uk","ps-latency.hepnetcanada.ca","0.013",13
"lcgps01.gridpp.rl.ac.uk","marperf02.in2p3.fr","0.013",13
