"source host","dest host","average packet loss",Count
"btw-lat.grid.kiae.ru","clrperf-owamp.in2p3.fr","0.002",10
"btw-lat.grid.kiae.ru","iut2-net1.iu.edu","0.002",1
"btw-lat.grid.kiae.ru","ps-latency.hepnetcanada.ca","0.002",1
"btw-lat.t1.grid.kiae.ru","perfsonar02-iep-grid.saske.sk","0.029",15
"btw-lat.t1.grid.kiae.ru","heplnx129.pp.rl.ac.uk","0.004",12
"btw-lat.t1.grid.kiae.ru","psific01.ific.uv.es","0.004",12
"btw-lat.t1.grid.kiae.ru","perfsonar2.nipne.ro","0.004",9
"btw-lat.t1.grid.kiae.ru","gridpp-ps-lat.ecdf.ed.ac.uk","0.004",12
"btw-lat.t1.grid.kiae.ru","pygrid-sonar2.lancs.ac.uk","0.004",11
"btw-lat.t1.grid.kiae.ru","ps01.cat.cbpf.br","0.004",12
"btw-lat.t1.grid.kiae.ru","t2ps-latency.physics.ox.ac.uk","0.004",11
"btw-lat.t1.grid.kiae.ru","llrpsonar1.in2p3.fr","0.004",12
"btw-lat.t1.grid.kiae.ru","perfsonar01.datagrid.cea.fr","0.004",13
"btw-lat.t1.grid.kiae.ru","sonar2.itim-cj.ro","0.004",10
"btw-lat.t1.grid.kiae.ru","sampaps01.if.usp.br","0.004",11
"btw-lat.t1.grid.kiae.ru","perfsonar2-grid.uaic.ro","0.004",11
"btw-lat.t1.grid.kiae.ru","perfmon.dur.scotgrid.ac.uk","0.004",13
"btw-lat.t1.grid.kiae.ru","perfsonar-ps-latency.igfae.usc.es","0.003",11
"btw-lat.t1.grid.kiae.ru","marperf02.in2p3.fr","0.003",9
"btw-lat.t1.grid.kiae.ru","perfson1.ppgrid1.rhul.ac.uk","0.003",8
"btw-lat.t1.grid.kiae.ru","perfsonar01.ft.uam.es","0.003",13
"btw-lat.t1.grid.kiae.ru","psonar1.lal.in2p3.fr","0.003",13
"btw-lat.t1.grid.kiae.ru","lpnhe-psl.in2p3.fr","0.003",12
"btw-lat.t1.grid.kiae.ru","psmsu01.aglt2.org","0.003",9
"btw-lat.t1.grid.kiae.ru","perfsonar-ps-01.desy.de","0.003",11
"btw-lat.t1.grid.kiae.ru","perfsonar-latency.grid.pub.ro","0.003",10
"btw-lat.t1.grid.kiae.ru","perfson1.zeuthen.desy.de","0.003",13
"btw-lat.t1.grid.kiae.ru","hepsonar2.ph.liv.ac.uk","0.003",12
"btw-lat.t1.grid.kiae.ru","tech-ps.hep.technion.ac.il","0.003",11
"btw-lat.t1.grid.kiae.ru","clrperf-owamp.in2p3.fr","0.003",10
"btw-lat.t1.grid.kiae.ru","psl01.pic.es","0.002",3
"btw-lat.t1.grid.kiae.ru","ps-01.lnl.infn.it","0.002",1
"btw-lat.t1.grid.kiae.ru","psl.hpc.utfsm.cl","0.002",1
"btw-lat.t1.grid.kiae.ru","psonar.cis.gov.pl","0.002",3
"btw-lat.t1.grid.kiae.ru","perfsonar-ps.ndgf.org","0.002",5
"perfsonar2.roma1.infn.it","2001:4118:900:cc00::112","0.029",9
"perfsonar2.roma1.infn.it","perfsonar02-iep-grid.saske.sk","0.018",8
"perfsonar2.roma1.infn.it","ps-latency.hepnetcanada.ca","0.005",1
"perfsonar2.roma1.infn.it","clrperf-owamp.in2p3.fr","0.003",1
"perfsonar2.roma1.infn.it","perfsonar-latency.grid.pub.ro","0.003",1
"perfsonar2.roma1.infn.it","psum02.itep.ru","0.003",2
"perfsonar2.roma1.infn.it","lcgps01.gridpp.rl.ac.uk","0.003",3
"perfsonar2.roma1.infn.it","perfsonar01.ft.uam.es","0.003",3
"perfsonar2.roma1.infn.it","lhcperfmon.bnl.gov","0.003",2
"perfsonar2.roma1.infn.it","sonar2.itim-cj.ro","0.003",2
"perfsonar2.roma1.infn.it","psonar1.lal.in2p3.fr","0.002",5
"perfsonar2.roma1.infn.it","mwt2-ps01.campuscluster.illinois.edu","0.002",3
"perfsonar2.roma1.infn.it","ps-latency.atlas.unimelb.edu.au","0.002",3
"perfsonar2.roma1.infn.it","psl.hpc.utfsm.cl","0.002",3
"perfsonar2.roma1.infn.it","t2ps-latency.physics.ox.ac.uk","0.002",3
"perfsonar2.roma1.infn.it","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",7
"perfsonar2.roma1.infn.it","perfsonar2.cc.kek.jp","0.002",5
"perfsonar2.roma1.infn.it","uct2-net1.mwt2.org","0.002",6
"perfsonar2.roma1.infn.it","tech-ps.hep.technion.ac.il","0.002",5
"perfsonar2.roma1.infn.it","btw-lat.grid.kiae.ru","0.002",2
"perfsonar2.roma1.infn.it","btw-lat.t1.grid.kiae.ru","0.002",2
"perfsonar2.roma1.infn.it","ccperfsonar2.in2p3.fr","0.002",3
"perfsonar2.roma1.infn.it","heplnx129.pp.rl.ac.uk","0.002",3
"perfsonar2.roma1.infn.it","lat-utoronto.scinet.utoronto.ca","0.002",5
"perfsonar2.roma1.infn.it","lcg-lat.sfu.computecanada.ca","0.002",2
"perfsonar2.roma1.infn.it","lhc-latency.twgrid.org","0.002",3
"perfsonar2.roma1.infn.it","llrpsonar1.in2p3.fr","0.002",1
"perfsonar2.roma1.infn.it","lpnhe-psl.in2p3.fr","0.002",2
"perfsonar2.roma1.infn.it","marperf02.in2p3.fr","0.002",2
"perfsonar2.roma1.infn.it","perfson1.ppgrid1.rhul.ac.uk","0.002",4
"perfsonar2.roma1.infn.it","perfsonar-latency.grid.surfsara.nl","0.002",3
"perfsonar2.roma1.infn.it","perfsonar-ps-01.desy.de","0.002",1
"perfsonar2.roma1.infn.it","perfsonar-ps.ndgf.org","0.002",2
"perfsonar2.roma1.infn.it","perfsonar01.datagrid.cea.fr","0.002",1
"perfsonar2.roma1.infn.it","perfsonar01.lcg.cscs.ch","0.002",2
"perfsonar2.roma1.infn.it","perfsonar1.icepp.jp","0.002",4
"perfsonar2.roma1.infn.it","perfsonar2-grid.uaic.ro","0.002",4
"perfsonar2.roma1.infn.it","perfsonar2.ihep.ac.cn","0.002",1
"perfsonar2.roma1.infn.it","perfsonar2.na.infn.it","0.002",4
"perfsonar2.roma1.infn.it","perfsonar2.nipne.ro","0.002",2
"perfsonar2.roma1.infn.it","ps-latency.lhcmon.triumf.ca","0.002",4
"perfsonar2.roma1.infn.it","ps0002.m45.ihep.su","0.002",3
"perfsonar2.roma1.infn.it","psific01.ific.uv.es","0.002",3
"perfsonar2.roma1.infn.it","psnr-farm10.slac.stanford.edu","0.002",2
"perfsonar2.roma1.infn.it","psum01.aglt2.org","0.002",1
"perfsonar2.roma1.infn.it","pygrid-sonar2.lancs.ac.uk","0.002",2
"t1-pfsn2.jinr-t1.ru","perfsonar01.datagrid.cea.fr","0.004",13
"t1-pfsn2.jinr-t1.ru","heplnx129.pp.rl.ac.uk","0.004",11
"t1-pfsn2.jinr-t1.ru","lpnhe-psl.in2p3.fr","0.004",10
"t1-pfsn2.jinr-t1.ru","psbud01.kfki.hu","0.004",11
"t1-pfsn2.jinr-t1.ru","psonar1.lal.in2p3.fr","0.004",9
"t1-pfsn2.jinr-t1.ru","llrpsonar1.in2p3.fr","0.004",12
"t1-pfsn2.jinr-t1.ru","ps1.kipt.kharkov.ua","0.004",12
"t1-pfsn2.jinr-t1.ru","repos.indiacms.res.in","0.004",10
"t1-pfsn2.jinr-t1.ru","perfsonar01.hep.wisc.edu","0.003",1
"t1-pfsn2.jinr-t1.ru","perfsonar2.nipne.ro","0.003",13
"t1-pfsn2.jinr-t1.ru","ps-gsdc01.sdfarm.kr","0.003",2
"t1-pfsn2.jinr-t1.ru","ps.truba.gov.tr","0.003",10
"t1-pfsn2.jinr-t1.ru","perfsonar-ps-01.desy.de","0.003",13
"t1-pfsn2.jinr-t1.ru","lcgps01.gridpp.rl.ac.uk","0.002",1
"t1-pfsn2.jinr-t1.ru","lhc-latency.twgrid.org","0.002",1
"t1-pfsn2.jinr-t1.ru","perfsonar01.cmsaf.mit.edu","0.002",2
"t1-pfsn2.jinr-t1.ru","ps0002.m45.ihep.su","0.002",1
"t1-pfsn2.jinr-t1.ru","pship01.csc.fi","0.002",1
"t1-pfsn2.jinr-t1.ru","psl01-gva.cern.ch","0.002",1
"t1-pfsn2.jinr-t1.ru","psl01.pic.es","0.002",2
"t1-pfsn2.jinr-t1.ru","psonar.cis.gov.pl","0.002",1
"t1-pfsn2.jinr-t1.ru","btw-lat.t1.grid.kiae.ru","0.002",1
"t2-pfsn2.jinr.ru","lcgps01.gridpp.rl.ac.uk","0.005",10
"t2-pfsn2.jinr.ru","perfsonar2.nipne.ro","0.005",10
"t2-pfsn2.jinr.ru","ps.truba.gov.tr","0.004",11
"t2-pfsn2.jinr.ru","repos.indiacms.res.in","0.004",9
"t2-pfsn2.jinr.ru","psl01.pic.es","0.004",8
"t2-pfsn2.jinr.ru","psonar1.lal.in2p3.fr","0.003",11
"t2-pfsn2.jinr.ru","llrpsonar1.in2p3.fr","0.003",9
"t2-pfsn2.jinr.ru","ccperfsonar2.in2p3.fr","0.003",11
"t2-pfsn2.jinr.ru","psonar.cis.gov.pl","0.003",2
"t2-pfsn2.jinr.ru","lpnhe-psl.in2p3.fr","0.003",11
"t2-pfsn2.jinr.ru","heplnx129.pp.rl.ac.uk","0.003",9
"t2-pfsn2.jinr.ru","perfsonar-ps-01.desy.de","0.003",9
"t2-pfsn2.jinr.ru","ps1.kipt.kharkov.ua","0.003",6
"t2-pfsn2.jinr.ru","perfsonar01.datagrid.cea.fr","0.002",9
"t2-pfsn2.jinr.ru","psbud01.kfki.hu","0.002",9
"t2-pfsn2.jinr.ru","2a05:81c5:301:228::e597","0.002",1
"t2-pfsn2.jinr.ru","perfsonar-2.t2.ucsd.edu","0.002",1
"t2-pfsn2.jinr.ru","perfsonar01.hep.wisc.edu","0.002",1
"t2-pfsn2.jinr.ru","ps0002.m45.ihep.su","0.002",1
"2a00:fc00:e009::211","kv-core-ps1-v6.uran.net.ua","0.003",1
"psum05.aglt2.org","uct2-net1.mwt2.org","0.003",1
"dice-io-37-00.acrc.bris.ac.uk","lcgps01.gridpp.rl.ac.uk","0.003",7
"dice-io-37-00.acrc.bris.ac.uk","perfmon.dur.scotgrid.ac.uk","0.003",2
"perfmon.dur.scotgrid.ac.uk","psonar.cis.gov.pl","0.007",1
"perfmon.dur.scotgrid.ac.uk","perfsonar2.nipne.ro","0.005",2
"perfmon.dur.scotgrid.ac.uk","lcgps01.gridpp.rl.ac.uk","0.003",5
"perfmon.dur.scotgrid.ac.uk","grid-perfsonar.hpc.susx.ac.uk","0.002",1
"perfmon.dur.scotgrid.ac.uk","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",2
"perfmon.dur.scotgrid.ac.uk","psl01.pic.es","0.002",2
"perfmon.dur.scotgrid.ac.uk","psonar1.lal.in2p3.fr","0.002",1
"perfsonar1.iitg.ac.in","202.13.203.129","0.003",3
"serv04.hep.phy.cam.ac.uk","perfmon.dur.scotgrid.ac.uk","0.003",7
"serv04.hep.phy.cam.ac.uk","lcgps01.gridpp.rl.ac.uk","0.003",3
"serv04.hep.phy.cam.ac.uk","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",2
"serv04.hep.phy.cam.ac.uk","pygrid-sonar2.lancs.ac.uk","0.002",1
"epgperf.ph.bham.ac.uk","lcgps01.gridpp.rl.ac.uk","0.003",3
"epgperf.ph.bham.ac.uk","pygrid-sonar2.lancs.ac.uk","0.003",2
"epgperf.ph.bham.ac.uk","perfmon.dur.scotgrid.ac.uk","0.002",1
"lutps1.lunet.edu","psmsu01.aglt2.org","0.003",8
"perfsonar1.ihepa.ufl.edu","lcgps01.gridpp.rl.ac.uk","0.004",3
"perfsonar1.ihepa.ufl.edu","psonar.cis.gov.pl","0.002",3
"perfsonar1.ihepa.ufl.edu","heplnx129.pp.rl.ac.uk","0.002",1
"perfsonar1.ihepa.ufl.edu","perfsonar-lt.sprace.org.br","0.002",1
"perfsonar1.ihepa.ufl.edu","perfsonar01.cmsaf.mit.edu","0.002",1
"perfsonar1.ihepa.ufl.edu","perfsonar01.hep.wisc.edu","0.002",1
"perfsonar1.ihepa.ufl.edu","psl01.pic.es","0.002",3
"grid-perf1.physik.rwth-aachen.de","perflat.ciemat.es","0.003",1
"grid-perf1.physik.rwth-aachen.de","perfsonar1.hep.kbfi.ee","0.002",2
"perfsonar.unl.edu","hcc-ps01.unl.edu","0.003",1
"perfsonar.unl.edu","ps3.njedge.net","0.002",2
"ps-01.lnl.infn.it","pygrid-sonar2.lancs.ac.uk","0.004",2
"ps-01.lnl.infn.it","perfsonar-2.t2.ucsd.edu","0.003",1
"ps-01.lnl.infn.it","perfsonar1.ihepa.ufl.edu","0.003",3
"ps-01.lnl.infn.it","pship01.csc.fi","0.003",1
"ps-01.lnl.infn.it","psl01.pic.es","0.003",4
"ps-01.lnl.infn.it","perfmon.dur.scotgrid.ac.uk","0.003",7
"ps-01.lnl.infn.it","btw-lat.t1.grid.kiae.ru","0.003",2
"ps-01.lnl.infn.it","clrperf-owamp.in2p3.fr","0.003",2
"ps-01.lnl.infn.it","hepsonar2.ph.liv.ac.uk","0.003",4
"ps-01.lnl.infn.it","llrpsonar1.in2p3.fr","0.003",2
"ps-01.lnl.infn.it","perfson1.ppgrid1.rhul.ac.uk","0.003",2
"ps-01.lnl.infn.it","perfson1.zeuthen.desy.de","0.003",4
"ps-01.lnl.infn.it","perfsonar-ow.cnaf.infn.it","0.003",2
"ps-01.lnl.infn.it","perfsonar-owamp.accre.vanderbilt.edu","0.003",2
"ps-01.lnl.infn.it","perfsonar-ps-latency.igfae.usc.es","0.003",4
"ps-01.lnl.infn.it","perfsonar01.hep.wisc.edu","0.003",6
"ps-01.lnl.infn.it","perfsonar1.hep.kbfi.ee","0.003",4
"ps-01.lnl.infn.it","perfsonar2.cc.kek.jp","0.003",4
"ps-01.lnl.infn.it","perfsonar2.na.infn.it","0.003",2
"ps-01.lnl.infn.it","sampaps01.if.usp.br","0.003",2
"ps-01.lnl.infn.it","gridpp-ps-lat.ecdf.ed.ac.uk","0.003",4
"ps-01.lnl.infn.it","ccperfsonar2.in2p3.fr","0.002",5
"ps-01.lnl.infn.it","psum02.itep.ru","0.002",5
"ps-01.lnl.infn.it","t2-pfsn2.jinr.ru","0.002",5
"ps-01.lnl.infn.it","perfsonar2.nipne.ro","0.002",3
"ps-01.lnl.infn.it","psonar1.lal.in2p3.fr","0.002",3
"ps-01.lnl.infn.it","t1-pfsn2.jinr-t1.ru","0.002",3
"ps-01.lnl.infn.it","lcgps01.gridpp.rl.ac.uk","0.002",7
"ps-01.lnl.infn.it","heplnx129.pp.rl.ac.uk","0.002",4
"ps-01.lnl.infn.it","lpnhe-psl.in2p3.fr","0.002",4
"ps-01.lnl.infn.it","psonar4.fnal.gov","0.002",4
"ps-01.lnl.infn.it","t2ps-latency.physics.ox.ac.uk","0.002",4
"ps-01.lnl.infn.it","btw-lat.grid.kiae.ru","0.002",9
"ps-01.lnl.infn.it","perfsonar-latency.grid.surfsara.nl","0.002",6
"ps-01.lnl.infn.it","perfsonar01.lcg.cscs.ch","0.002",6
"ps-01.lnl.infn.it","ps.truba.gov.tr","0.002",9
"ps-01.lnl.infn.it","hcc-ps01.unl.edu","0.002",3
"ps-01.lnl.infn.it","marperf02.in2p3.fr","0.002",3
"ps-01.lnl.infn.it","perflat.ciemat.es","0.002",7
"ps-01.lnl.infn.it","perfsonar-ps-01.desy.de","0.002",3
"ps-01.lnl.infn.it","perfsonar01.cmsaf.mit.edu","0.002",5
"ps-01.lnl.infn.it","perfsonar01.datagrid.cea.fr","0.002",6
"ps-01.lnl.infn.it","perfsonar2.ihep.ac.cn","0.002",2
"ps-01.lnl.infn.it","ps0002.m45.ihep.su","0.002",2
"ps-01.lnl.infn.it","ps1.kipt.kharkov.ua","0.002",4
"ps-01.lnl.infn.it","psbud01.kfki.hu","0.002",6
"ps-01.lnl.infn.it","psfrascati02.lnf.infn.it","0.002",1
"ps-01.lnl.infn.it","psl01-gva.cern.ch","0.002",4
"ps-01.lnl.infn.it","psonar.cis.gov.pl","0.002",5
"ps-01.lnl.infn.it","repos.indiacms.res.in","0.002",3
"ps-01.lnl.infn.it","tech-ps.hep.technion.ac.il","0.002",2
"hcc-ps01.unl.edu","psl01.pic.es","0.003",3
"hcc-ps01.unl.edu","heplnx129.pp.rl.ac.uk","0.002",2
"hcc-ps01.unl.edu","perfsonar-lt.sprace.org.br","0.002",2
"hcc-ps01.unl.edu","perfsonar-owamp.accre.vanderbilt.edu","0.002",1
"repos.indiacms.res.in","perfsonar01.hep.wisc.edu","0.003",1
"repos.indiacms.res.in","perfsonar-2.t2.ucsd.edu","0.002",1
"repos.indiacms.res.in","pship01.csc.fi","0.002",1
"repos.indiacms.res.in","psl01.pic.es","0.002",1
"perfsonar40-otc.hnsc.otc-service.com","lcgps01.gridpp.rl.ac.uk","0.003",3
"perfsonar40-otc.hnsc.otc-service.com","ccperfsonar2.in2p3.fr","0.002",2
"perfsonar40-otc.hnsc.otc-service.com","psl01.pic.es","0.002",3
"grid-perfsonar.hpc.susx.ac.uk","perfmon.dur.scotgrid.ac.uk","0.002",7
"grid-perfsonar.hpc.susx.ac.uk","lcgps01.gridpp.rl.ac.uk","0.002",5
"grid-perfsonar.hpc.susx.ac.uk","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"grid-perfsonar.hpc.susx.ac.uk","ps-londhx1.ja.net","0.002",1
"ps-londhx1.ja.net","lcgps01.gridpp.rl.ac.uk","0.003",5
"ps-londhx1.ja.net","166.122.71.150","0.002",1
"ps-londhx1.ja.net","grid-perfsonar.hpc.susx.ac.uk","0.002",1
"ps-londhx1.ja.net","ifa-mko10g-tp.ps.uhnet.net","0.002",1
"ps-londhx1.ja.net","perfmon.dur.scotgrid.ac.uk","0.002",6
"ps-londhx1.ja.net","perfsonar01.jc.rl.ac.uk","0.002",1
"ps.truba.gov.tr","psonar.cis.gov.pl","0.003",2
"ps.truba.gov.tr","ccperfsonar2.in2p3.fr","0.002",3
"ps.truba.gov.tr","psl01.pic.es","0.002",5
"ps01.cat.cbpf.br","lcgps01.gridpp.rl.ac.uk","0.002",5
"ps01.cat.cbpf.br","heplnx129.pp.rl.ac.uk","0.002",1
"ps01.cat.cbpf.br","perfmon.dur.scotgrid.ac.uk","0.002",3
"ps01.cat.cbpf.br","psl01.pic.es","0.002",1
"ps01.cat.cbpf.br","sampaps01.if.usp.br","0.002",1
"tau.ijs.si","perfsonar-ps-01.desy.de","0.003",1
"tau.ijs.si","ccperfsonar2.in2p3.fr","0.002",4
"tau.ijs.si","lhcperfmon.bnl.gov","0.002",2
"tau.ijs.si","perfsonar-ow.cnaf.infn.it","0.002",3
"tau.ijs.si","perfsonar2-de-kit.gridka.de","0.002",1
"tau.ijs.si","perfsonar2.na.infn.it","0.002",1
"tau.ijs.si","ps-latency.atlas.unimelb.edu.au","0.002",2
"tau.ijs.si","ps-latency.hepnetcanada.ca","0.002",4
"tau.ijs.si","tech-ps.hep.technion.ac.il","0.002",1
"131.169.7.29","perfsonar.diamond.ac.uk","0.002",1
"159.93.229.150","t2-pfsn1.jinr.ru","0.002",1
"193.48.99.76","psl-bw.ncsa.illinois.edu","0.002",1
"213.131.25.39","202.122.32.170","0.002",2
"2a05:81c5:301:228::e597","t2-pfsn2.jinr.ru","0.002",1
"nersc-pt1.es.net","144.92.180.75","0.002",1
"perfsonar-2.t2.ucsd.edu","heplnx129.pp.rl.ac.uk","0.002",2
"perfsonar-2.t2.ucsd.edu","lcgps01.gridpp.rl.ac.uk","0.002",1
"perfsonar-2.t2.ucsd.edu","perfsonar-lt.sprace.org.br","0.002",1
"perfsonar-2.t2.ucsd.edu","perfsonar01.cmsaf.mit.edu","0.002",1
"perfsonar-2.t2.ucsd.edu","perfsonar01.datagrid.cea.fr","0.002",1
"perfsonar-2.t2.ucsd.edu","perfsonar01.hep.wisc.edu","0.002",2
"perfsonar-cms1.itns.purdue.edu","perfsonar-lt.sprace.org.br","0.002",1
"perfsonar-de-kit.gridka.de","ps-latency.hepnetcanada.ca","0.002",1
"perfsonar-ps-03.desy.de","tau.ijs.si","0.002",1
"perfsonar01.cmsaf.mit.edu","ccperfsonar2.in2p3.fr","0.002",1
"perfsonar01.cmsaf.mit.edu","heplnx129.pp.rl.ac.uk","0.002",1
"perfsonar01.cmsaf.mit.edu","lcgps01.gridpp.rl.ac.uk","0.002",5
"perfsonar01.cmsaf.mit.edu","perfsonar01.hep.wisc.edu","0.002",1
"perfsonar01.cmsaf.mit.edu","psonar.cis.gov.pl","0.002",1
"perfsonar1.hep.kbfi.ee","perflat.ciemat.es","0.002",1
"perfsonar1.hep.kbfi.ee","perfsonar01.cmsaf.mit.edu","0.002",1
"perfsonar2.cc.kek.jp","psl01.pic.es","0.002",3
"ps1.kipt.kharkov.ua","ccperfsonar2.in2p3.fr","0.002",1
"ps1.kipt.kharkov.ua","heplnx129.pp.rl.ac.uk","0.002",1
"ps1.kipt.kharkov.ua","perfsonar01.hep.wisc.edu","0.002",2
"ps1.kipt.kharkov.ua","psl01.pic.es","0.002",1
"ps1.kipt.kharkov.ua","psonar.cis.gov.pl","0.002",1
"psfrascati02.lnf.infn.it","gridpp-ps-lat.ecdf.ed.ac.uk","0.002",1
"psfrascati02.lnf.infn.it","lcgps01.gridpp.rl.ac.uk","0.002",1
"psl-bw.ncsa.illinois.edu","193.48.99.76","0.002",1
"psl01.pic.es","2001:630:58:1c20::82f6:2ff2","0.002",1
"psonar4.fnal.gov","130.246.47.242","0.002",2
"psonar4.fnal.gov","202.122.32.170","0.002",3
"sbgperfps1.in2p3.fr","ccperfsonar2.in2p3.fr","0.002",2
"psonar3.fnal.gov","osg.kans.nrp.internet2.edu","0.001",7
"psonar3.fnal.gov","osg.chic.nrp.internet2.edu","0.001",5
"psonar3.fnal.gov","osg.newy32aoa.nrp.internet2.edu","0.001",6
"psonar3.fnal.gov","perfsonar.unl.edu","0.001",3
"psonar3.fnal.gov","mwt2-ps03.campuscluster.illinois.edu","0.001",5
"psonar3.fnal.gov","fiona-r-uva.vlan7.uvalight.net","0.001",4
